CODE;G_WOULD;G_WOULD_PASSIVE;G_WOULD_PROGRESSIVE;G_WOULD_PERFECT;G_WOULD_PERFECT_PASSIVE;G_SHOULD;G_SHOULD_PASSIVE;G_SHALL;G_SHALL_PASSIVE;G_SHOULD_PROGRESSIVE;G_SHOULD_PERFECT;G_SHOULD_PERFECT_PASSIVE;G_MUST;G_MUST_PASSIVE;G_MUST_PROGRESSIVE;G_MUST_PERFECT;G_MST_PERFECT_PASSIVE;G_CAN;G_CAN_PASSIVE;G_COULD;G_COULD_PASSIVE;G_CAN_PROGRESSIVE;G_COULD_PROGRESSIVE;G_COULD_PERFECT_PASSIVE;G_MAY;G_MAY_PASSIVE;G_MIGHT;G_MIGHT_PASSIVE;G_MAY_PROGRESSIVE;G_MIGTH_PERFECT;G_MIGHT_PERFECT_PASSIVE;G_MAY_PERFECT_PASSIVE;G_ADJ_POSITIVE;G_ADJ_COMPARATIVE;G_ADJ_SUPERLATIVE;G_ADV_POSITIVE;G_ADV_COMPARATIVE;G_ADV_SUPERLATIVE;SY_QUESTION;SY_SPECIAL_QUESTION;SY_TAG_QUESTION;SY_EXCLAMATION;SY_IMPERATIVE;SY_SUBORD_SENT;SY_SUBORD_SENT_PUNCT;SY_COORD_SENT;SY_COORD_SENT_PUNCT;SY_SIMPLE_SENT;SY_DIRECT_SPEECH;SY_INVERSE_PATTERNS;SY_INVALID_ARTICLES;SY_SENT_START_ADV;SY_SENT_START_ADJ;SY_FALSE_ROOT_TOKEN;SY_DT_N_AUX;SY_PRN_AUX_PRT;SY_PRN_VB_ADP;SY_VB_PART_VB;SY_SCNJ_PRN_AUX;SY_PRN_AUX_ADV;SY_ADP_PRN_N;SY_ADP_N_PUN;SY_PRN_N_PUN;SY_V_ADP_PRN;SY_ADP_DET_ADJ;SY_ADJ_ADJ_N;L_TYPE_TOKEN_RATIO_LEMMAS;L_PROPER_NAME;L_PERSONAL_NAME;L_PUNCT;L_PUNCT_COM;L_PUNCT_SEMC;L_PUNCT_COL;L_PUNCT_DASH;L_CONT_A;L_FUNC_A;L_CONT_T;L_FUNC_T;L_SYL_G2;L_I_PRON;L_HE_PRON;L_SHE_PRON;L_IT_PRON;L_YOU_PRON;L_WE_PRON;L_THEY_PRON;L_ME_PRON;L_YOU_OBJ_PRON;L_HIM_PRON;L_HER_OBJECT_PRON;L_IT_OBJECT_PRON;L_US_PRON;L_THEM_PRON;L_MY_PRON;L_YOUR_PRON;L_HIS_PRON;L_HER_PRON;L_ITS_PRON;L_OUR_PRON;L_THEIR_PRON;L_YOURS_PRON;L_THEIRS_PRON;L_HERS_PRON;L_OURS_PRON;L_MYSELF_PRON;L_YOURSELF_PRON;L_HIMSELF_PRON;L_HERSELF_PRON;L_ITSELF_PRON;L_OURSELVES_PRON;L_YOURSELVES_PRON;L_THEMSELVES_PRON;L_POSSESSIVES;L_PLURAL_NOUNS;L_SINGULAR_NOUNS;L_NOUN_PHRASES;POS_VERB;POS_NOUN;POS_ADJ;POS_ADV;POS_DET;POS_INTJ;POS_CONJ;POS_PART;POS_NUM;POS_PREP;VT_PRESENT_ACTIVE;VT_PRESENT_PASSIVE;VT_PAST_ACTIVE;VT_PAST_PASSIVE;VT_FUTURE_ACTIVE;VT_FUTURE_PASSIVE;VT_MODALS_ACTIVE;VT_MODALS_PASSIVE;VT_PRESENT_SIMPLE;VT_PRESENT_SIMPLE_3DPERSN;VT_PRESENT_PROGRESSIVE;VT_PRESENT_PERFECT;VT_PRESENT_PERFECT_PROGR;VT_PRESENT_SIMPLE_PASSIVE;VT_PRESENT_PROGR_PASSIVE;VT_PRESENT_PERFECT_PASSIVE;VT_PAST_SIMPLE;VT_PAST_SIMPLE_BE;VT_PAST_PROGR;VT_PAST_PERFECT;VT_PAST_PERFECT_PROGR;VT_PAST_SIMPLE_PASSIVE;VT_PAST_POGR_PASSIVE;VT_PAST_PERFECT_PASSIVE;VT_FUTURE_SIMPLE;VT_FUTURE_PROGRESSIVE;VT_FUTURE_PERFECT;VT_FUTURE_PERFECT_PROGR;VT_FUTURE_SIMPLE_PASSIVE;VT_FUTURE_PROGR_PASSIVE;VT_FUTURE_PERFECT_PASSIVE
268;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,037037037037037035;0,0;0,1111111111111111;0,1111111111111111;0,0;0,037037037037037035;0,0;0,0;0,0;0,14814814814814814;0,0;0,0;0,0;0,3333333333333333;0,07407407407407407;0,8518518518518519;0,0;0,0;0,0;0,0;0,5185185185185185;0,8518518518518519;0,0;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5925925925925926;0,0;0,0;0,14814814814814814;0,037037037037037035;0,0;0,0;0,0;0,37037037037037035;0,48148148148148145;0,3333333333333333;0,37037037037037035;0,0;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14814814814814814;0,0;0,48148148148148145;0,18518518518518517;0,14814814814814814;0,14814814814814814;0,1111111111111111;0,037037037037037035;0,0;0,037037037037037035;0,037037037037037035;0,0;0,0;0,14814814814814814;0,0;0,037037037037037035;0,0;0,0;0,0;0,0;0,0;0,14814814814814814;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,037037037037037035;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
269;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,0;0,9523809523809523;0,0;0,0;0,0;0,0;0,9523809523809523;0,0;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14285714285714285;0,0;0,0;0,0;0,0;0,14285714285714285;0,0;0,0;0,0;0,9047619047619048;0,14285714285714285;0,09523809523809523;0,047619047619047616;0,0;0,0;0,0;0,0;0,5714285714285714;0,38095238095238093;0,5714285714285714;0,3333333333333333;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,0;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09523809523809523;0,09523809523809523;0,42857142857142855;0,3333333333333333;0,3333333333333333;0,0;0,047619047619047616;0,0;0,0;0,0;0,09523809523809523;0,0;0,047619047619047616;0,09523809523809523;0,0;0,0;0,0;0,19047619047619047;0,0;0,0;0,0;0,0;0,0;0,09523809523809523;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,19047619047619047;0,0;0,0;0,0;0,0;0,0;0,0
27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,037037037037037035;0,0;0,0;0,07407407407407407;0,0;0,0;0,0;0,0;0,0;0,9629629629629629;0,0;0,9629629629629629;0,037037037037037035;0,0;0,0;0,9629629629629629;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1111111111111111;0,0;0,0;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8148148148148148;0,037037037037037035;0,0;0,037037037037037035;0,0;0,0;0,0;0,0;0,37037037037037035;0,5925925925925926;0,37037037037037035;0,5185185185185185;0,037037037037037035;0,037037037037037035;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14814814814814814;0,07407407407407407;0,3333333333333333;0,2962962962962963;0,25925925925925924;0,07407407407407407;0,0;0,037037037037037035;0,0;0,037037037037037035;0,1111111111111111;0,037037037037037035;0,07407407407407407;0,25925925925925924;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,07407407407407407;0,0;0,07407407407407407;0,0;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
270;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,2;0,8;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,4;0,8;0,2;0,4;0,0;0,0;0,2;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
271;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1111111111111111;0,0;0,0;0,8888888888888888;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8888888888888888;0,0;0,0;0,0;0,0;0,0;0,8888888888888888;0,0;0,0;0,0;0,0;0,0;0,0;0,3333333333333333;0,0;0,0;0,0;0,0;0,0;0,8888888888888888;0,0;0,0;0,1111111111111111;0,0;0,0;0,0;0,0;0,3333333333333333;0,5555555555555556;0,3333333333333333;0,5555555555555556;0,0;0,0;0,0;0,0;0,0;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2222222222222222;0,4444444444444444;0,1111111111111111;0,2222222222222222;0,1111111111111111;0,0;0,0;0,0;0,0;0,1111111111111111;0,0;0,1111111111111111;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
272;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,058823529411764705;0,0;0,0;0,058823529411764705;0,0;0,0;0,5882352941176471;0,0;0,0;0,0;0,0;0,0;0,0;0,5882352941176471;0,058823529411764705;0,8823529411764706;0,0;0,0;0,0;0,0;0,0;0,5882352941176471;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8235294117647058;0,0;0,0;0,11764705882352941;0,0;0,0;0,0;0,0;0,4117647058823529;0,47058823529411764;0,4117647058823529;0,47058823529411764;0,11764705882352941;0,0;0,0;0,0;0,0;0,058823529411764705;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,058823529411764705;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,058823529411764705;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,058823529411764705;0,058823529411764705;0,47058823529411764;0,17647058823529413;0,11764705882352941;0,11764705882352941;0,058823529411764705;0,058823529411764705;0,058823529411764705;0,058823529411764705;0,0;0,0;0,0;0,11764705882352941;0,0;0,0;0,0;0,058823529411764705;0,0;0,0;0,0;0,058823529411764705;0,058823529411764705;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,058823529411764705;0,0;0,0;0,0;0,0;0,0;0,0
273;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09523809523809523;0,047619047619047616;0,0;0,047619047619047616;0,0;0,0;0,0;0,0;0,8095238095238095;0,0;0,0;0,8095238095238095;0,09523809523809523;0,0;0,0;0,9047619047619048;0,0;0,0;0,0;0,8095238095238095;0,0;0,9047619047619048;0,0;0,0;0,0;0,0;0,14285714285714285;0,0;0,0;0,0;0,0;0,0;0,0;0,14285714285714285;0,8571428571428571;0,14285714285714285;0,0;0,09523809523809523;0,0;0,0;0,0;0,0;0,47619047619047616;0,42857142857142855;0,47619047619047616;0,42857142857142855;0,14285714285714285;0,0;0,0;0,0;0,0;0,0;0,0;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,047619047619047616;0,09523809523809523;0,5714285714285714;0,14285714285714285;0,2857142857142857;0,14285714285714285;0,047619047619047616;0,0;0,047619047619047616;0,047619047619047616;0,0;0,0;0,047619047619047616;0,14285714285714285;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09523809523809523;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
274;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9523809523809523;0,047619047619047616;0,9523809523809523;0,0;0,0;0,0;0,0;0,0;0,9523809523809523;0,0;0,0;0,14285714285714285;0,0;0,0;0,0;0,0;0,14285714285714285;0,0;0,0;0,0;0,0;0,7619047619047619;0,0;0,0;0,047619047619047616;0,0;0,0;0,0;0,0;0,3333333333333333;0,6190476190476191;0,3333333333333333;0,47619047619047616;0,047619047619047616;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,19047619047619047;0,3333333333333333;0,2857142857142857;0,19047619047619047;0,047619047619047616;0,0;0,047619047619047616;0,0;0,09523809523809523;0,047619047619047616;0,0;0,14285714285714285;0,14285714285714285;0,0;0,0;0,0;0,0;0,14285714285714285;0,0;0,0;0,0;0,14285714285714285;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14285714285714285;0,0;0,0
275;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03225806451612903;0,0;0,0;0,03225806451612903;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0967741935483871;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9032258064516129;0,06451612903225806;0,0;0,0;0,0;0,0;0,0;0,0;0,5161290322580645;0,4838709677419355;0,5161290322580645;0,41935483870967744;0,12903225806451613;0,06451612903225806;0,03225806451612903;0,0;0,0;0,03225806451612903;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03225806451612903;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03225806451612903;0,12903225806451613;0,5483870967741935;0,2903225806451613;0,22580645161290322;0,06451612903225806;0,03225806451612903;0,06451612903225806;0,03225806451612903;0,06451612903225806;0,0;0,0;0,03225806451612903;0,12903225806451613;0,0;0,0;0,0;0,16129032258064516;0,0;0,0;0,0;0,0967741935483871;0,03225806451612903;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,16129032258064516;0,0;0,0;0,0;0,0;0,0;0,0
276;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,35;0,0;0,0;0,35;0,0;0,0;0,0;0,85;0,0;0,0;0,0;0,3;0,0;0,2;0,0;0,15;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,15;0,0;0,0;0,0;0,0;0,45;0,4;0,45;0,35;0,05;0,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,4;0,25;0,2;0,15;0,05;0,05;0,0;0,0;0,05;0,0;0,0;0,2;0,0;0,05;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
277;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,5;0,5;0,5;0,16666666666666666;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,6666666666666666;0,16666666666666666;0,5;0,0;0,0;0,16666666666666666;0,0;0,0;0,0;0,0;0,16666666666666666;0,16666666666666666;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,16666666666666666;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
278;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05084745762711865;0,0;0,0;0,0847457627118644;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3389830508474576;0,03389830508474576;0,9152542372881356;0,0847457627118644;0,9152542372881356;0,0;0,0;0,0;0,3389830508474576;0,0;0,576271186440678;0,0;0,0;0,0;0,0;0,0;0,0;0,05084745762711865;0,0;0,0;0,0;0,05084745762711865;0,0;0,6610169491525424;0,05084745762711865;0,0;0,0847457627118644;0,03389830508474576;0,0;0,0;0,0;0,4067796610169492;0,5084745762711864;0,3559322033898305;0,3728813559322034;0,1694915254237288;0,0;0,0;0,0;0,0;0,0;0,0;0,01694915254237288;0,0;0,0;0,0;0,0;0,0;0,0;0,03389830508474576;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01694915254237288;0,11864406779661017;0,3898305084745763;0,1864406779661017;0,1864406779661017;0,05084745762711865;0,0847457627118644;0,1016949152542373;0,0;0,06779661016949153;0,03389830508474576;0,01694915254237288;0,13559322033898305;0,03389830508474576;0,03389830508474576;0,0;0,0;0,05084745762711865;0,0;0,0;0,0;0,01694915254237288;0,01694915254237288;0,0;0,0;0,0;0,03389830508474576;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05084745762711865;0,0;0,0;0,0;0,0;0,0;0,0
279;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01593625498007968;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,12350597609561753;0,0;0,0;0,055776892430278883;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;1,0;0,0;0,01593625498007968;0,0;0,0;0,0;0,0;0,0;0,0;0,01195219123505976;0,035856573705179286;0,0;0,02390438247011952;0,01195219123505976;0,0;0,0;0,035856573705179286;0,02390438247011952;0,035856573705179286;0,5896414342629482;0,06772908366533864;0,0;0,0;0,0;0,0;0,0;0,0;0,50199203187251;0,49800796812749004;0,43824701195219123;0,19123505976095617;0,1394422310756972;0,03187250996015936;0,0;0,0;0,00796812749003984;0,00398406374501992;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00398406374501992;0,01195219123505976;0,00398406374501992;0,0;0,0;0,0;0,00398406374501992;0,00796812749003984;0,0199203187250996;0,0;0,0;0,0;0,0;0,00398406374501992;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,07171314741035857;0,10756972111553785;0,545816733067729;0,14741035856573706;0,24701195219123506;0,13147410358565736;0,055776892430278883;0,055776892430278883;0,0;0,06374501992031872;0,0199203187250996;0,00796812749003984;0,14342629482071714;0,0398406374501992;0,0;0,01593625498007968;0,0;0,0199203187250996;0,0;0,0;0,01593625498007968;0,02390438247011952;0,00796812749003984;0,00796812749003984;0,0;0,0;0,0;0,0;0,0;0,01195219123505976;0,00398406374501992;0,0;0,0;0,0;0,0;0,0;0,0;0,0199203187250996;0,0;0,0;0,0;0,0;0,0;0,0
28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8888888888888888;0,1111111111111111;0,8888888888888888;0,0;0,0;0,0;0,0;0,0;0,8888888888888888;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8888888888888888;0,1111111111111111;0,0;0,1111111111111111;0,0;0,0;0,0;0,0;0,5555555555555556;0,3333333333333333;0,5555555555555556;0,3333333333333333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2222222222222222;0,4444444444444444;0,2222222222222222;0,3333333333333333;0,0;0,0;0,1111111111111111;0,0;0,1111111111111111;0,1111111111111111;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
280;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,75;0,25;0,75;0,25;0,125;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,375;0,625;0,125;0,375;0,0;0,0;0,25;0,125;0,0;0,0;0,0;0,125;0,125;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,125;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
